Employee Number,Month,Day,Login,Logout
10007,9,25,9:34,18:51
10008,9,25,10:05,18:56
10009,9,25,8:28,18:26
10010,9,25,8:24,17:07
10011,9,25,10:07,17:16
10012,9,25,9:21,16:57
10013,9,25,10:37,18:41
10014,9,25,9:34,17:13
10015,9,25,8:40,17:18
10016,9,25,9:27,20:23
10017,9,25,10:19,21:13
10018,9,25,9:56,18:58
10019,9,25,10:58,18:27
10020,9,25,8:52,18:13
10021,9,25,9:26,16:51
10022,9,25,10:30,21:02
10023,9,25,10:12,20:01
10024,9,25,8:50,18:47
10025,9,25,8:05,15:07
10026,9,25,8:54,15:55
10027,9,25,8:32,16:03
10028,9,25,8:51,17:07
10029,9,25,8:26,17:19
10030,9,25,8:56,16:12
10031,9,25,8:02,15:59
10032,9,25,8:40,16:13
10033,9,25,10:36,19:59
10034,9,25,9:02,17:19
10001,9,26,9:55,19:04
10002,9,26,10:16,19:30
10003,9,26,9:37,20:25
10004,9,26,9:40,19:04
10005,9,26,10:40,19:22
10006,9,26,9:38,17:14
10007,9,26,9:09,16:19
10008,9,26,9:11,19:04
10009,9,26,9:43,20:14
10010,9,26,9:28,18:31
10011,9,26,10:13,21:07
10012,9,26,9:48,20:04
10013,9,26,8:07,18:09
10014,9,26,10:20,18:36
10015,9,26,8:24,15:35
10016,9,26,10:09,20:40
10017,9,26,10:48,18:58
10018,9,26,8:11,18:03
10019,9,26,9:30,18:30
10020,9,26,10:21,18:17
10021,9,26,10:40,18:28
10022,9,26,9:19,19:05
10023,9,26,10:18,19:42
10024,9,26,9:03,18:40
10025,9,26,10:31,18:48
10026,9,26,10:20,19:09
10027,9,26,10:52,18:16
10028,9,26,9:09,18:35
10029,9,26,10:26,19:54
10030,9,26,9:05,16:14
10031,9,26,8:26,15:49
10032,9,26,8:19,18:14
10033,9,26,9:21,18:30
10034,9,26,8:48,18:59
10001,9,27,8:00,16:58
10002,9,27,8:43,15:48
10003,9,27,9:29,17:52
10004,9,27,9:29,17:14
10005,9,27,9:05,19:23
10006,9,27,8:21,15:46
10007,9,27,8:50,16:03
10008,9,27,9:23,19:59
10009,9,27,8:11,17:48
10010,9,27,10:02,18:51
10011,9,27,10:13,20:59
10012,9,27,9:56,18:06
10013,9,27,10:11,18:01
10014,9,27,9:42,19:08
10015,9,27,8:34,17:35
10016,9,27,9:14,17:14
10017,9,27,8:44,17:55
10018,9,27,8:02,16:18
10019,9,27,8:30,15:53
10020,9,27,8:24,15:39
10021,9,27,10:16,18:25
10022,9,27,10:17,20:28
10023,9,27,10:23,19:48
10024,9,27,9:08,18:50
10025,9,27,9:41,18:52
10026,9,27,9:25,17:37
10027,9,27,10:40,17:43
10028,9,27,10:47,19:17
10029,9,27,9:55,16:56
10030,9,27,8:44,15:56
10031,9,27,10:54,20:33
10032,9,27,9:37,17:39
10033,9,27,9:22,16:54
10034,9,27,9:53,20:30
10001,9,30,8:33,17:21
10002,9,30,9:32,16:33
10003,9,30,9:30,17:23
10004,9,30,9:37,19:11
10005,9,30,8:56,18:04
10006,9,30,8:28,17:26
10007,9,30,8:49,16:20
10008,9,30,8:57,19:53
10009,9,30,8:48,16:21
10010,9,30,8:42,19:39
10011,9,30,10:36,18:52
10012,9,30,10:34,17:51
10013,9,30,8:44,18:09
10014,9,30,8:40,19:20
10015,9,30,9:28,18:41
10016,9,30,8:08,16:25
10017,9,30,9:04,19:35
10018,9,30,8:02,16:06
10019,9,30,10:05,18:20
10020,9,30,8:41,18:06
10021,9,30,8:25,18:16
10022,9,30,8:06,15:30
10023,9,30,8:44,18:48
10024,9,30,9:45,20:28
10025,9,30,8:12,18:18
10026,9,30,10:57,20:00
10027,9,30,10:43,18:05
10028,9,30,9:35,18:38
10029,9,30,10:31,18:00
10030,9,30,10:41,20:36
10031,9,30,10:07,18:46
10032,9,30,9:05,16:18
10033,9,30,9:09,19:50
10034,9,30,10:43,19:57
10001,10,1,10:06,19:27
10002,10,1,9:12,19:22
10003,10,1,10:46,19:59
10004,10,1,8:58,19:05
10005,10,1,9:30,19:19
10006,10,1,8:37,19:14
10007,10,1,8:03,17:43
10008,10,1,8:22,17:43
10009,10,1,9:39,18:04
10010,10,1,10:18,20:37
10011,10,1,9:07,17:49
10012,10,1,9:32,17:33
10013,10,1,10:44,18:04
10014,10,1,8:54,18:45
10015,10,1,9:57,19:12
10016,10,1,9:51,18:31
10017,10,1,8:01,16:52
10018,10,1,10:42,20:35
10019,10,1,10:52,19:17
10020,10,1,9:33,17:09
10021,10,1,10:24,21:03
10022,10,1,9:55,19:01
10023,10,1,10:41,19:53
10024,10,1,8:47,18:11
10025,10,1,9:14,17:19
10026,10,1,10:53,19:10
10027,10,1,8:31,19:13
10028,10,1,8:00,16:49
10029,10,1,10:11,17:31
10030,10,1,9:53,18:03
10031,10,1,10:10,19:25
10032,10,1,10:16,18:01
10033,10,1,9:29,19:58
10034,10,1,9:44,19:08
10001,10,2,8:14,18:13
10002,10,2,8:43,18:37
10003,10,2,8:48,16:20
10004,10,2,9:00,18:10
10005,10,2,10:23,20:09
10006,10,2,9:13,16:53
10007,10,2,8:17,18:09
10008,10,2,8:14,18:45
10009,10,2,8:56,19:45
10010,10,2,10:56,18:28
10011,10,2,10:51,18:09
10012,10,2,10:09,20:07
10013,10,2,10:23,18:20
10014,10,2,10:47,18:33
10015,10,2,8:19,15:42
10016,10,2,8:36,15:58
10017,10,2,8:17,17:45
10018,10,2,10:21,18:18
10019,10,2,10:08,17:53
10020,10,2,10:44,18:01
10021,10,2,10:23,18:23
10022,10,2,9:50,19:32
10023,10,2,8:16,15:18
10024,10,2,10:15,17:48
10025,10,2,8:04,15:20
10026,10,2,8:22,16:29
10027,10,2,9:09,19:09
10028,10,2,10:28,19:56
10029,10,2,10:49,21:15
10030,10,2,8:07,16:24
10031,10,2,9:28,20:19
10032,10,2,8:50,18:31
10033,10,2,8:30,16:03
10034,10,2,9:23,17:17
10001,10,3,8:02,15:11
10002,10,3,10:57,21:55
10003,10,3,9:38,20:30
10004,10,3,10:24,19:30
10005,10,3,9:21,18:55
10006,10,3,10:48,20:39
10007,10,3,8:17,17:00
10008,10,3,8:04,17:09
10009,10,3,9:20,18:06
10010,10,3,9:12,16:34
10011,10,3,10:27,20:36
10012,10,3,10:18,20:13
10013,10,3,8:15,18:25
10014,10,3,10:41,20:09
10015,10,3,9:02,16:51
10016,10,3,8:42,15:53
10017,10,3,9:53,18:23
10018,10,3,9:43,18:27
10019,10,3,10:50,20:37
10020,10,3,9:47,19:27
10021,10,3,9:23,18:42
10022,10,3,8:39,17:57
10023,10,3,9:39,17:25
10024,10,3,9:35,18:02
10025,10,3,9:15,19:17
10026,10,3,10:00,20:02
10027,10,3,8:50,16:10
10028,10,3,10:43,20:47
10029,10,3,9:01,17:49
10030,10,3,10:57,20:18
10031,10,3,10:00,20:28
10032,10,3,8:55,17:14
10033,10,3,9:58,18:56
10034,10,3,10:40,19:45
10001,10,4,8:29,17:37
10002,10,4,8:17,17:17
10003,10,4,9:10,19:07
10004,10,4,10:09,19:05
10005,10,4,8:22,17:12
10006,10,4,9:09,16:49
10007,10,4,9:55,19:44
10008,10,4,10:21,18:06
10009,10,4,10:05,18:28
10010,10,4,8:37,19:03
10011,10,4,10:24,17:31
10012,10,4,9:40,16:45
10013,10,4,10:39,19:21
10014,10,4,8:43,19:17
10015,10,4,8:38,18:28
10016,10,4,8:47,19:27
10017,10,4,10:11,17:48
10018,10,4,9:50,19:34
10019,10,4,10:20,18:26
10020,10,4,9:09,17:45
10021,10,4,9:34,20:21
10022,10,4,10:47,20:19
10023,10,4,8:28,19:22
10024,10,4,8:05,17:40
10025,10,4,10:56,18:31
10026,10,4,10:36,20:40
10027,10,4,9:17,16:53
10028,10,4,8:04,15:08
10029,10,4,10:44,18:47
10030,10,4,10:35,19:12
10031,10,4,9:16,18:04
10032,10,4,8:55,16:49
10033,10,4,8:50,16:46
10034,10,4,9:39,19:27
10001,10,7,10:18,20:25
10002,10,7,9:00,19:22
10003,10,7,9:08,17:15
10004,10,7,8:39,16:55
10005,10,7,9:53,17:55
10006,10,7,10:32,19:38
10007,10,7,9:39,17:47
10008,10,7,8:19,16:36
10009,10,7,8:16,18:19
10010,10,7,8:37,17:45
10011,10,7,9:20,17:08
10012,10,7,10:26,19:01
10013,10,7,9:19,16:23
10014,10,7,8:27,17:42
10015,10,7,9:21,17:33
10016,10,7,9:10,16:57
10017,10,7,10:41,20:15
10018,10,7,10:22,19:02
10019,10,7,10:48,18:19
10020,10,7,10:32,19:11
10021,10,7,8:52,16:19
10022,10,7,10:56,18:09
10023,10,7,9:36,18:38
10024,10,7,8:56,17:25
10025,10,7,8:54,16:29
10026,10,7,10:31,21:19
10027,10,7,9:03,18:28
10028,10,7,8:21,16:54
10029,10,7,10:32,19:15
10030,10,7,8:30,18:16
10031,10,7,9:56,18:43
10032,10,7,8:39,17:17
10033,10,7,10:28,18:52
10034,10,7,9:49,17:23
10001,10,8,9:12,19:45
10002,10,8,9:44,19:15
10003,10,8,9:03,18:27
10004,10,8,10:24,17:29
10005,10,8,9:47,17:36
10006,10,8,8:33,18:26
10007,10,8,10:35,18:11
10008,10,8,9:43,20:24
10009,10,8,10:48,18:36
10010,10,8,10:43,21:21
10011,10,8,10:44,19:15
10012,10,8,9:49,17:49
10013,10,8,9:21,18:49
10014,10,8,8:02,18:32
10015,10,8,9:52,18:56
10016,10,8,9:50,18:45
10017,10,8,8:24,15:30
10018,10,8,9:11,18:33
10019,10,8,10:26,19:41
10020,10,8,9:31,18:12
10021,10,8,10:39,19:15
10022,10,8,10:48,20:29
10023,10,8,8:58,17:36
10024,10,8,8:57,19:41
10025,10,8,10:31,19:33
10026,10,8,9:10,18:41
10027,10,8,9:21,20:20
10028,10,8,9:28,18:35
10029,10,8,8:32,18:14
10030,10,8,8:08,18:00
10031,10,8,8:50,15:53
10032,10,8,10:14,18:25
10033,10,8,10:44,21:31
10034,10,8,9:23,19:40
10001,10,9,8:04,16:46
10002,10,9,8:52,19:36
10003,10,9,8:27,16:34
10004,10,9,9:04,19:45
10005,10,9,8:26,19:05
10006,10,9,10:44,20:54
10007,10,9,8:05,17:10
10008,10,9,8:37,18:04
10009,10,9,9:54,17:13
10010,10,9,9:44,17:12
10011,10,9,10:56,20:17
10012,10,9,8:57,17:42
10013,10,9,8:16,19:01
10014,10,9,10:26,19:33
10015,10,9,8:53,19:00
10016,10,9,10:12,18:44
10017,10,9,9:10,19:46
10018,10,9,9:28,16:48
10019,10,9,10:57,18:15
10020,10,9,8:06,16:27
10021,10,9,10:44,20:25
10022,10,9,8:21,15:24
10023,10,9,9:49,18:46
10024,10,9,9:54,17:47
10025,10,9,8:50,17:19
10026,10,9,8:16,16:59
10027,10,9,9:19,16:24
10028,10,9,8:45,16:38
10029,10,9,10:39,19:31
10030,10,9,10:11,20:57
10031,10,9,8:20,15:22
10032,10,9,9:38,17:44
10033,10,9,10:40,18:19
10034,10,9,8:41,18:50
10001,10,10,10:44,19:06
10002,10,10,8:59,18:32
10003,10,10,10:37,20:50
10004,10,10,8:21,15:27
10005,10,10,10:35,20:41
10006,10,10,9:25,19:04
10007,10,10,9:12,18:01
10008,10,10,10:55,18:52
10009,10,10,10:42,18:24
10010,10,10,9:46,16:55
10011,10,10,9:58,17:02
10012,10,10,9:53,20:19
10013,10,10,9:35,20:21
10014,10,10,9:50,20:47
10015,10,10,8:38,17:29
10016,10,10,8:26,18:31
10017,10,10,10:17,17:36
10018,10,10,10:44,21:20
10019,10,10,10:45,20:05
10020,10,10,9:14,17:48
10021,10,10,10:06,20:46
10022,10,10,9:15,17:49
10023,10,10,8:11,17:02
10024,10,10,8:33,16:26
10025,10,10,10:33,18:42
10026,10,10,8:42,16:25
10027,10,10,10:06,20:20
10028,10,10,9:38,20:18
10029,10,10,8:57,16:55
10030,10,10,9:53,20:45
10031,10,10,9:42,19:54
10032,10,10,8:59,16:31
10033,10,10,9:23,17:14
10034,10,10,9:12,16:33
10001,10,11,8:57,16:34
10002,10,11,9:38,18:02
10003,10,11,10:55,20:30
10004,10,11,9:47,19:44
10005,10,11,8:44,16:25
10006,10,11,10:15,18:44
10007,10,11,9:11,17:28
10008,10,11,9:21,18:02
10009,10,11,10:57,20:54
10010,10,11,10:25,19:48
10011,10,11,8:03,18:13
10012,10,11,9:15,17:09
10013,10,11,9:35,18:45
10014,10,11,8:09,16:35
10015,10,11,8:46,15:54
10016,10,11,9:58,20:25
10017,10,11,9:02,17:44
10018,10,11,8:52,19:36
10019,10,11,9:20,17:59
10020,10,11,8:45,18:43
10021,10,11,9:57,19:55
10022,10,11,10:35,20:19
10023,10,11,8:46,17:47
10024,10,11,10:00,18:00
10025,10,11,9:44,20:04
10026,10,11,8:37,17:51
10027,10,11,8:00,18:12
10028,10,11,10:09,17:53
10029,10,11,8:02,17:56
10030,10,11,8:16,15:29
10031,10,11,8:57,16:29
10032,10,11,10:33,20:07
10033,10,11,8:29,16:33
10034,10,11,8:25,16:51
10001,10,14,10:20,20:42
10002,10,14,10:41,19:44
10003,10,14,9:00,17:36
10004,10,14,10:01,20:59
10005,10,14,10:51,21:28
10006,10,14,10:14,18:19
10007,10,14,9:27,20:10
10008,10,14,8:49,17:53
10009,10,14,9:56,20:54
10010,10,14,9:06,19:31
10011,10,14,8:45,16:23
10012,10,14,9:02,16:28
10013,10,14,10:38,20:38
10014,10,14,10:28,17:33
10015,10,14,8:41,15:52
10016,10,14,8:08,17:23
10017,10,14,9:55,18:31
10018,10,14,8:58,17:24
10019,10,14,8:07,17:12
10020,10,14,10:10,17:29
10021,10,14,10:58,21:52
10022,10,14,9:52,17:58
10023,10,14,8:33,16:56
10024,10,14,9:57,20:05
10025,10,14,9:16,19:56
10026,10,14,9:09,18:54
10027,10,14,10:34,20:56
10028,10,14,10:38,20:43
10029,10,14,9:19,19:37
10030,10,14,9:27,18:18
10031,10,14,9:38,18:13
10032,10,14,8:25,16:58
10033,10,14,9:07,19:36
10034,10,14,9:33,20:10
10001,10,15,10:46,20:28
10002,10,15,10:21,18:12
10003,10,15,8:46,17:53
10004,10,15,8:32,15:32
10005,10,15,10:57,20:56
10006,10,15,8:57,19:00
10007,10,15,10:19,20:03
10008,10,15,10:38,20:46
10009,10,15,10:33,19:07
10010,10,15,9:14,20:06
10011,10,15,9:17,18:32
10012,10,15,10:48,20:03
10013,10,15,8:42,19:18
10014,10,15,8:18,19:10
10015,10,15,10:12,17:44
10016,10,15,8:39,16:50
10017,10,15,10:40,20:11
10018,10,15,9:16,17:55
10019,10,15,10:55,20:31
10020,10,15,10:29,20:17
10021,10,15,10:07,19:05
10022,10,15,9:54,17:19
10023,10,15,9:23,17:38
10024,10,15,8:26,15:29
10025,10,15,8:32,16:39
10026,10,15,9:02,19:05
10027,10,15,8:58,19:32
10028,10,15,10:52,19:33
10029,10,15,10:01,18:45
10030,10,15,8:52,19:36
10031,10,15,8:48,18:15
10032,10,15,9:31,20:10
10033,10,15,8:51,19:14
10034,10,15,9:19,18:15
10001,10,16,10:27,19:52
10002,10,16,8:42,19:16
10003,10,16,10:37,21:22
10004,10,16,10:06,20:24
10005,10,16,8:12,18:36
10006,10,16,9:02,16:26
10007,10,16,10:07,17:38
10008,10,16,8:54,18:02
10009,10,16,10:39,19:52
10010,10,16,10:48,21:44
10011,10,16,8:49,16:01
10012,10,16,10:18,20:03
10013,10,16,10:45,21:00
10014,10,16,9:21,18:49
10015,10,16,9:52,18:41
10016,10,16,10:50,20:00
10017,10,16,10:32,18:49
10018,10,16,9:42,17:35
10019,10,16,10:47,19:45
10020,10,16,9:11,19:10
10021,10,16,8:43,17:30
10022,10,16,9:51,18:45
10023,10,16,8:08,15:25
10024,10,16,9:59,19:52
10025,10,16,8:37,15:42
10026,10,16,10:56,21:31
10027,10,16,9:04,16:57
10028,10,16,10:58,18:25
10029,10,16,8:26,15:52
10030,10,16,9:48,20:11
10031,10,16,8:55,18:23
10032,10,16,9:32,17:35
10033,10,16,9:33,18:49
10034,10,16,8:33,17:31
10001,10,17,9:10,19:19
10002,10,17,8:15,17:22
10003,10,17,8:39,16:36
10004,10,17,8:03,18:33
10005,10,17,9:59,17:07
10006,10,17,10:08,17:10
10007,10,17,9:50,17:20
10008,10,17,8:16,18:25
10009,10,17,10:11,18:26
10010,10,17,9:42,19:57
10011,10,17,8:22,15:43
10012,10,17,8:13,17:47
10013,10,17,10:52,19:47
10014,10,17,9:05,19:58
10015,10,17,10:13,21:08
10016,10,17,8:43,16:55
10017,10,17,10:53,18:02
10018,10,17,10:38,19:10
10019,10,17,9:28,20:07
10020,10,17,8:35,16:58
10021,10,17,9:50,19:16
10022,10,17,10:05,17:50
10023,10,17,9:13,19:52
10024,10,17,10:27,19:34
10025,10,17,10:59,18:43
10026,10,17,8:31,18:40
10027,10,17,9:13,16:43
10028,10,17,9:33,18:10
10029,10,17,9:58,19:34
10030,10,17,8:31,16:02
10031,10,17,10:06,20:31
10032,10,17,8:13,19:11
10033,10,17,9:47,16:57
10034,10,17,9:32,17:07
10001,10,18,8:20,18:57
10002,10,18,10:16,18:39
10003,10,18,10:38,20:22
10004,10,18,9:01,16:31
10005,10,18,9:51,19:45
10006,10,18,9:52,18:29
10007,10,18,9:30,17:44
10008,10,18,8:44,17:44
10009,10,18,8:44,19:38
10010,10,18,9:58,20:25
10011,10,18,10:34,17:55
10012,10,18,10:38,19:12
10013,10,18,8:05,17:12
10014,10,18,10:18,20:48
10015,10,18,9:59,20:08
10016,10,18,8:28,17:15
10017,10,18,10:38,17:56
10018,10,18,9:19,17:06
10019,10,18,10:25,18:30
10020,10,18,10:43,18:59
10021,10,18,10:24,19:18
10022,10,18,8:27,19:06
10023,10,18,8:18,19:16
10024,10,18,8:09,17:05
10025,10,18,10:01,17:39
10026,10,18,9:37,16:48
10027,10,18,8:44,16:45
10028,10,18,10:26,20:09
10029,10,18,10:00,20:13
10030,10,18,8:16,17:37
10031,10,18,10:55,21:44
10032,10,18,8:11,17:22
10033,10,18,10:50,21:39
10034,10,18,9:34,19:17
10001,10,21,10:07,17:55
10002,10,21,8:20,16:34
10003,10,21,10:26,19:33
10004,10,21,9:18,16:37
10005,10,21,10:43,20:39
10006,10,21,10:47,19:01
10007,10,21,8:43,19:33
10008,10,21,10:30,18:18
10009,10,21,9:45,18:50
10010,10,21,8:01,15:34
10011,10,21,8:09,18:19
10012,10,21,9:45,18:12
10013,10,21,9:38,20:36
10014,10,21,9:11,19:10
10015,10,21,10:46,20:00
10016,10,21,10:07,18:10
10017,10,21,9:54,19:13
10018,10,21,9:13,19:52
10019,10,21,10:07,18:09
10020,10,21,10:21,19:54
10021,10,21,8:43,19:03
10022,10,21,8:06,15:17
10023,10,21,8:40,17:51
10024,10,21,10:32,20:57
10025,10,21,10:52,21:45
10026,10,21,9:27,17:17
10027,10,21,8:17,15:46
10028,10,21,10:42,18:25
10029,10,21,8:20,19:00
10030,10,21,9:48,16:55
10031,10,21,8:08,15:16
10032,10,21,9:16,19:56
10033,10,21,10:46,18:17
10034,10,21,9:45,18:13
10001,10,22,8:52,16:51
10002,10,22,8:44,15:57
10003,10,22,9:09,17:15
10004,10,22,8:27,15:31
10005,10,22,10:35,18:26
10006,10,22,10:15,18:25
10007,10,22,10:20,20:12
10008,10,22,8:09,16:25
10009,10,22,8:25,17:55
10010,10,22,8:37,17:07
10011,10,22,10:29,20:56
10012,10,22,9:53,19:02
10013,10,22,8:22,15:49
10014,10,22,10:35,19:07
10015,10,22,9:20,17:19
10016,10,22,8:16,15:45
10017,10,22,9:54,20:07
10018,10,22,10:37,17:59
10019,10,22,9:08,18:11
10020,10,22,10:09,18:38
10021,10,22,10:40,19:42
10022,10,22,10:30,17:41
10023,10,22,10:33,21:16
10024,10,22,9:57,17:32
10025,10,22,9:01,16:42
10026,10,22,8:23,18:23
10027,10,22,8:37,17:18
10028,10,22,8:52,16:53
10029,10,22,9:06,16:59
10030,10,22,9:23,19:23
10031,10,22,8:29,18:52
10032,10,22,8:32,19:18
10033,10,22,8:48,18:58
10034,10,22,10:04,18:44
10001,10,23,10:20,18:13
10002,10,23,10:07,18:36
10003,10,23,8:23,17:36
10004,10,23,9:03,16:45
10005,10,23,8:26,17:54
10006,10,23,9:10,17:01
10007,10,23,9:47,19:48
10008,10,23,10:41,20:49
10009,10,23,10:42,21:38
10010,10,23,8:19,17:25
10011,10,23,8:05,15:39
10012,10,23,8:11,16:27
10013,10,23,8:33,15:47
10014,10,23,10:02,20:40
10015,10,23,8:20,17:49
10016,10,23,10:03,17:42
10017,10,23,10:45,20:40
10018,10,23,8:31,18:28
10019,10,23,9:02,16:05
10020,10,23,8:58,19:04
10021,10,23,9:11,19:04
10022,10,23,9:40,17:46
10023,10,23,9:13,17:49
10024,10,23,8:41,15:49
10025,10,23,9:23,18:40
10026,10,23,8:19,18:16
10027,10,23,9:46,18:25
10028,10,23,9:01,18:36
10029,10,23,8:32,15:47
10030,10,23,9:42,18:13
10031,10,23,8:26,18:47
10032,10,23,9:27,17:07
10033,10,23,8:13,17:30
10034,10,23,8:31,18:33
10001,10,24,10:23,19:25
10002,10,24,9:33,19:08
10003,10,24,8:13,18:04
10004,10,24,10:25,18:53
10005,10,24,10:05,18:31
10006,10,24,8:58,18:12
10007,10,24,8:43,17:43
10008,10,24,9:54,17:32
10009,10,24,10:00,20:21
10010,10,24,9:38,17:45
10011,10,24,9:22,18:39
10012,10,24,9:07,18:29
10013,10,24,8:36,18:34
10014,10,24,9:48,20:46
10015,10,24,10:55,19:40
10016,10,24,9:42,17:28
10017,10,24,8:17,18:55
10018,10,24,8:18,15:45
10019,10,24,10:03,19:54
10020,10,24,9:17,17:44
10021,10,24,9:20,16:49
10022,10,24,8:07,16:36
10023,10,24,9:22,17:50
10024,10,24,9:54,17:51
10025,10,24,8:10,17:22
10026,10,24,10:57,19:55
10027,10,24,9:10,17:31
10028,10,24,10:54,20:09
10029,10,24,10:29,17:33
10030,10,24,10:47,18:46
10031,10,24,10:26,18:12
10032,10,24,9:19,16:43
10033,10,24,10:29,21:05
10034,10,24,8:11,18:36
10001,10,25,10:06,19:22
10002,10,25,10:21,19:04
10003,10,25,9:08,18:43
10004,10,25,10:59,21:39
10005,10,25,8:30,16:59
10006,10,25,8:26,17:22
10007,10,25,10:22,18:22
10008,10,25,10:28,19:20
10009,10,25,10:02,17:21
10010,10,25,10:31,20:29
10011,10,25,9:10,18:52
10012,10,25,8:32,16:36
10013,10,25,10:11,20:48
10014,10,25,8:07,16:02
10015,10,25,8:06,18:04
10016,10,25,10:38,18:44
10017,10,25,10:49,20:05
10018,10,25,10:14,19:06
10019,10,25,8:20,16:01
10020,10,25,10:56,21:27
10021,10,25,9:53,18:47
10022,10,25,9:57,20:28
10023,10,25,8:43,18:49
10024,10,25,10:04,17:04
10025,10,25,9:55,17:21
10026,10,25,10:50,19:55
10027,10,25,8:13,17:08
10028,10,25,10:27,21:14
10029,10,25,9:06,16:51
10030,10,25,10:30,19:13
10031,10,25,9:16,20:12
10032,10,25,8:24,18:42
10033,10,25,10:44,21:39
10034,10,25,9:35,19:27
10001,10,28,9:56,20:49
10002,10,28,9:19,16:25
10003,10,28,10:39,19:31
10004,10,28,10:42,19:44
10005,10,28,9:37,20:05
10006,10,28,9:38,19:15
10007,10,28,8:03,17:37
10008,10,28,9:47,20:31
10009,10,28,8:40,17:34
10010,10,28,9:12,19:39
10011,10,28,9:31,17:59
10012,10,28,10:54,18:06
10013,10,28,8:48,18:23
10014,10,28,10:57,18:23
10015,10,28,10:37,19:28
10016,10,28,10:17,21:04
10017,10,28,10:34,20:41
10018,10,28,8:32,16:56
10019,10,28,9:03,16:50
10020,10,28,9:52,17:42
10021,10,28,8:36,16:28
10022,10,28,10:50,19:04
10023,10,28,9:15,16:54
10024,10,28,8:58,19:35
10025,10,28,9:19,19:58
10026,10,28,10:42,18:57
10027,10,28,8:04,18:19
10028,10,28,9:18,16:21
10029,10,28,8:58,16:29
10030,10,28,8:38,15:55
10031,10,28,10:47,20:19
10032,10,28,9:14,19:21
10033,10,28,8:19,17:23
10034,10,28,10:27,21:08
10001,10,29,8:51,17:49
10002,10,29,8:11,18:57
10003,10,29,10:28,18:09
10004,10,29,9:50,19:28
10005,10,29,10:22,18:23
10006,10,29,10:13,19:19
10007,10,29,9:05,16:10
10008,10,29,8:30,19:01
10009,10,29,8:26,18:04
10010,10,29,8:16,15:57
10011,10,29,8:22,19:01
10012,10,29,10:51,19:29
10013,10,29,10:06,17:21
10014,10,29,9:00,18:40
10015,10,29,9:40,17:44
10016,10,29,8:54,17:30
10017,10,29,10:40,19:03
10018,10,29,8:12,17:31
10019,10,29,8:36,16:07
10020,10,29,9:48,18:37
10021,10,29,10:27,18:23
10022,10,29,10:23,19:50
10023,10,29,9:39,18:38
10024,10,29,8:08,17:21
10025,10,29,9:54,20:38
10026,10,29,9:54,17:23
10027,10,29,9:06,18:27
10028,10,29,8:15,16:02
10029,10,29,8:02,17:36
10030,10,29,10:27,20:49
10031,10,29,9:49,19:28
10032,10,29,9:07,18:25
10033,10,29,10:06,17:16
10034,10,29,9:16,19:46
10001,10,30,10:40,18:54
10002,10,30,9:45,19:00
10003,10,30,9:16,16:21
10004,10,30,8:19,18:26
10005,10,30,9:53,18:11
10006,10,30,8:56,16:01
10007,10,30,10:17,19:21
10008,10,30,8:35,16:48
10009,10,30,10:09,19:39
10010,10,30,9:42,20:19
10011,10,30,10:16,18:23
10012,10,30,8:05,15:06
10013,10,30,10:10,21:09
10014,10,30,9:43,20:19
10015,10,30,10:04,19:44
10016,10,30,9:54,19:59
10017,10,30,10:53,21:46
10018,10,30,10:27,20:00
10019,10,30,10:59,19:04
10020,10,30,9:34,19:15
10021,10,30,9:55,17:52
10022,10,30,8:58,16:09
10023,10,30,9:19,19:41
10024,10,30,9:18,18:14
10025,10,30,8:06,17:44
10026,10,30,8:31,16:13
10027,10,30,9:33,16:38
10028,10,30,10:29,19:30
10029,10,30,9:21,17:12
10030,10,30,10:12,17:35
10031,10,30,9:53,20:30
10032,10,30,9:58,20:14
10033,10,30,8:15,16:06
10034,10,30,10:04,20:47
10001,10,31,8:27,17:48
10002,10,31,9:44,17:20
10003,10,31,10:38,18:36
10004,10,31,8:51,16:06
10005,10,31,9:07,18:56
10006,10,31,10:55,20:19
10007,10,31,10:22,17:49
10008,10,31,10:58,19:50
10009,10,31,10:12,20:32
10010,10,31,8:23,18:45
10011,10,31,8:38,17:49
10012,10,31,8:14,16:06
10013,10,31,8:42,17:15
10014,10,31,10:07,20:04
10015,10,31,9:39,16:55
10016,10,31,9:28,16:40
10017,10,31,10:10,21:03
10018,10,31,9:07,18:43
10019,10,31,10:55,18:34
10020,10,31,9:45,19:14
10021,10,31,8:43,16:05
10022,10,31,8:29,15:50
10023,10,31,9:50,19:02
10024,10,31,8:18,18:58
10025,10,31,10:45,19:47
10026,10,31,8:18,15:48
10027,10,31,8:04,16:20
10028,10,31,9:43,17:36
10029,10,31,10:02,19:15
10030,10,31,9:49,18:04
10031,10,31,9:18,19:38
10032,10,31,10:23,19:02
10033,10,31,8:16,16:03
10034,10,31,9:25,18:46
10001,11,1,9:34,18:30
10002,11,1,10:00,20:39
10003,11,1,9:28,19:17
10004,11,1,8:08,15:29
10005,11,1,8:52,17:29
10006,11,1,10:36,20:10
10007,11,1,8:38,17:47
10008,11,1,9:43,18:34
10009,11,1,8:12,16:00
10010,11,1,8:49,17:32
10011,11,1,9:23,19:45
10012,11,1,8:13,16:19
10013,11,1,10:54,21:24
10014,11,1,8:30,18:31
10015,11,1,8:51,19:14
10016,11,1,8:27,18:28
10017,11,1,10:30,20:22
10018,11,1,10:02,17:25
10019,11,1,8:50,16:53
10020,11,1,9:08,19:16
